,Unnamed: 0,text,canonical
3909,3909, Dindar değil miydi çok güldüm adanın dini eserlerinden haberimiz olmasa inanacağız  şimdi bir dinin sabit bir görüşü var mı  yani senin bildiğin dinin dışında görüşleri varsa dinsiz mi oluyor :) Newton un yazdığı dini eserleri okuyun ne kadar dinsiz miş :),dindar değil miydi çok güldüm adanın dini eserlerinden haberimiz olmasa inanacağız şimdi bir dinin sabit bir görüşü var mı yani senin bildiğin dinin dışında görüşleri varsa dinsiz mi oluyor :) newton un yazdığı dini eserleri okuyun ne kadar dinsizmiş mis :)
3910,3910,Uyma   :),uyma :)
3911,3911,Harbi öyle yakında BM güvenlik konseyi orda toplansa şaşırmam saçma sapan toplanmalara ev sahipliği yapıyor :),harbi öyle yakında bm güvenlik konseyi orada toplansa şaşırmam saçma sapan toplanmalara ev sahipliği yapıyor :)
3912,3912,Arda Kardeşler :)pic.twitter.com/QwZ5Mls9Yw,arda kardeşler :) piç . twitter.com/qwz5mls9yw
3913,3913,Ben ilan etseydim de sen de rt etseydin daha tevazulu olurdu :),ben ilan etseydim de sana dert etseydin daha tevazulu olurdu :)
3914,3914,kuzenim gece yatmadan önce yemek duasi ediyo :D? lforlxpsldpelcpslc,kuzenim gece yatmadan önce yemek duası ediyor : d ? lforlxpsldpelcpslç
3915,3915,başını alırlar ancak :),başını alırlar ancak :)
3916,3916,karşılıksız verseniz gene gitmem . trenin içinde hapis gibi dışarıya bakacağım öyle mi :D üstelik sıkılacağım rahat olamayacağım :D insanların zevkleri gerçekten farklı.,karşılıksız verseniz gene gitmem . trenin içinde hapis gibi dışarı bakacağım öyle mi : d üstelik sıkılacağım rahat olamayacağım : d insanların zevkleri gerçekten farklı .
3917,3917,bilmez miyiz hiç :D,bilmez miyiz hiç : d
3918,3918,Paşa Paşa koyarız :) @kasimpasa,paşa paşa koyarız :) @kasımpasa
3919,3919,emin mi acaba biricik olduğuna :),emin mi acaba biricik olduğuna :)
3920,3920,"Bu sezon ilk defa 2 farklı geriden gelip maçı aldı Beşiktaş, bu 3 puandan bile daha önemliydi bu gece takımın inancı için. Rahmetli büyük üstad Vedat Okyar'ın dediği gibi sen Beşiktaşsan hakemi de yeneceksin !! Bir de ben totem yaptım tabi o da var :) #besiktasinmacivar #KASvBJK","bu sezon ilk defa 2 farklı geriden gelip maçı aldı beşiktaş , bu 3 puandan bile daha önemliydi bu gece takımın inancı için . rahmetli büyük üstat vedat okyar'ın dediği gibi son beşiktaşsan hakemi de yeneceksin ! ! bir de ben totem yaptım tabi o da var :) #beşiktaşınmacivar #kasvbjk"
3921,3921,"Burak yok, Adem yok, Diaby yok olsun Arda Kardeşler var :)","burak yok , adem yok , diaby yok olsun arda kardeşler var :)"
3922,3922,Bende bende :))),bende bende :) ) )
3923,3923,Yeğenim olur :),yeğenim olur :)
3924,3924,"O zaman “acil vekil istiyorum” hattı da kurulsun ::))
#VekilAyrıcalığınaHayır",o zaman “ acil vekil istiyorum ” hattı da kurulsun : :) ) #vekilayricaliğinahayır
3925,3925,Güvendiğim dağların yanında lafı bile olmaz :)),güvendiğim dağların yanında lafı bile olmaz :) )
3926,3926,valla petrobras'ı fortumladı diyorlar :D,valla petrobras'ı hortumladı diyorlar : d
3927,3927,Aynen sıçtık amk dedim :) …,aynen sıçtı amk dedim :)   …
3928,3928,Adam sözünün eriymiş bee 2 gol atıp kurtardı... Umut Nayir bir avukattan daha fazlası :) …,adam sözünün eriymiş bee 2 gol atıp kurtardı ... umut nayır bir avukattan daha fazlası :)   …
3929,3929,"Türk toplumu bu sanmayın entellektüel gelişme olsa olsa üsenip oruç tutup, namaz kılmamak ya da büyük ihtimalle ki bence en büyük sebep fitre vermek istemeyen zengin müslümanlardır onlar  :-))","türk toplumu bu sanmayın entellektüel gelişme olsa olsa üşenip oruç tutup , namaz kılmamak ya da büyük ihtimalle ki bence en büyük sebep fitre vermek istemeyen zengin müslümanlardır onlar :-) )"
3930,3930,:D aga şu oyunla bu cesaret pek uyumlu değil gibi …,: d ağa şu oyunla bu cesaret pek uyumlu değil gibi …
3931,3931,evde çıldırıyoruz son golden beri :D,evde çıldırıyoruz son golden beri : d
3932,3932,"""Ben bir söz verdiysem, onu tutarım. Polise teslim edeceğim dediysem ederim. Sen anladın mı?""
Kenan Cibranoğlu, dünya ahiret 'benimki' olmayı kabul ediyor musun :)
#Güvercin",""" ben bir söz verdiysem , onu tutarım . polise teslim edeceğim dediysem ederim . sen anladın mı ? "" kenan cibranoğlu , dünya ahiret ' benimki ' olmayı kabul ediyor musun :) #güvercin"
3933,3933,Umut Nayir beşiktaşlı oyunculari uyandiriyor :D #KASvBJKpic.twitter.com/SiMxLyShXa,umut nayır beşiktaşlı oyuncuları uyandırıyor : d #kasvbjkpic . twitter.com/simxlyshxa
3934,3934,Sevmediğimi biliyorum :),sevmediğimi biliyorum :)
3935,3935,Aynı :D,aynı : d
3936,3936,böyle daha güzel olur desem :Dpic.twitter.com/vNiXvD4SFd,böyle daha güzel olur desem : piç . twitter.com/vnixvd4sfd
3937,3937,Hiç düşünmedim ama bu bilgiler siyasetle gerçekten ilgilenmeyen halk içinde lazım olur. Bunlarla ilgili kitaplar da mevcuttur :),hiç düşünmedim ama bu bilgiler siyasetle gerçekten ilgilenmeyen halk içinde lazım olur . bunlarla ilgili kitaplar da mevcuttur :)
3938,3938,sağol mervişko :) zorla afiyet dedirttim gibi bişi oldu ama neyse,sağ ol mervisko :) zorla âfiyet dedirdirdim gibi bir şey oldu ama neyse
3939,3939,o kadar detay bende yok :))) Ama baker streetten yola çıkabilirdim ahahahw,o kadar detay bende yok :) ) ) ama baker streetten yola çıkabilirdim ahahahw
3940,3940,:D ŞEREFLİ BEŞİKTAŞ …,: d şerefli Beşiktaş'ı …
3941,3941,Konu hala 100 bin dolardır inşallah  :),konu hala 100 bin dolardır inşallah :)
3942,3942,"Bahis, tatil, aşk 
Çok senkronizeyiz bence :))","bahis , tatil , aşk çok senkronizeyiz bence :) )"
3943,3943,Romaya 5 çok 1 gün erken geçip Floransa ya uğra.ya da pompei yap. Napoliye git. Dünyanın ilk pizza dükkanına gidip napoliten pizza ye.ismi nereden geldiği belli :) Verona ya da gidebilirsin. Orası da efsane,romaya 5 çok 1 gün erken geçip floransa ya uğra . ya da pompei yap . napoliye git . dünyanın ilk pizza dükkanına gidip Napoli'den pizza ye . ismi nereden geldiği belli :) verona ya da gidebilirsin . orası da efsane
3944,3944,"""Kadıköy bekle biz geliyoruz"" diyenler 15 senedir galibiyet görmüyor ama onların kafası her sene galibiyet alıyor gibi :)",""" kadıköy bekle biz geliyoruz "" diyenler 15 senedir galibiyet görmüyor ama onların kafası her sene galibiyet alıyor gibi :)"
3945,3945,"Halbuki ne hayaller kurmuşlardı Erdoğan'ı Çankaya'ya hapsedip CHP ile koalisyon kurarak ülkeyi Amerika'ya teslim edeceklerdi ama olmadı :) 

Artık bir üniversiteleri de yok :)pic.twitter.com/jZxy1p1O1T",halbuki ne hayaller kurmuşlardı erdoğan'ı çankaya'ya hapsedip chp ile koalisyon kurarak ülkeyi amerika'ya teslim edeceklerdi ama olmadı :) artık bir üniversiteleri de yok :) piç . twitter.com/jzxy1p1o1t
3946,3946,Ezginin saçlarda beyazlar var yaşlandı :),ezginin saçlarda beyazlar var yaşlandı :)
3947,3947,Keyfin yerinde @zekikayahan :)),keyfin yerinde @zekikayahan :) )
3948,3948,Öyle icap etti :D,öyle icap etti : d
3949,3949,Lens ilk defa birşey yaptın bence attık futbolu bırak :),lens ilk defa bir şey yaptın bence attık futbolu bırak :)
3950,3950,Oğlum ne güzel gece lan :))pic.twitter.com/Hof5wEERtJ,oğlum ne güzel gece lan :) ) piç . twitter.com/hof5weertj
3951,3951,Maalesef para hayatın olmazsa olmazı :),maalesef para hayatın olmazsa olmazı :)
3952,3952,Amca manitayla buluşmaya gidiyor abla telefonda amcaya aylık mutfak listesi verdi resmen :),amca manitayla buluşmaya gidiyor abla telefonda amcaya aylık mutfak listesi verdi resmen :)
3953,3953,Beşiktaş siker (adettendir) :),beşiktaş siker ( adettendir ) :)
3954,3954,Neyse artık mecbur yiyicez sonuçta Vana gidiyorum :)),neyse artık mecbur yiyicez sonuçta vana gidiyorum :) )
3955,3955,Büyü bozuldu İlker abi :),büyü bozuldu ilker abi :)
3956,3956,Uzun yol yapüz müü lisede planladığımız gibi :D,uzun yol yapüz müü lisede planladığımız gibi : d
3957,3957,konya bugun dunyalari kacirdi bizde o da yok :),konya bugün dünyaları kaçırdı bizde o da yok :)
3958,3958,Tuana uyandı bizim millet uyanmadı :)) baharlar gelecek doğrudur...,tuana uyandı bizim millet uyanmadı :) ) baharlar gelecek doğrudur ...
3959,3959,Ölmezsin kesin bilgi :) ,ölmezsin kesinbilgi bilgi :)
3960,3960,"Sağa sola savrulurken umut olan gol geldi Umut dan :) 
#BizŞampiyonOlacağız",sağa sola savrulurken umut olan gol geldi umut dan :) #bizşampiyonolacağız
3961,3961,travis fimmel hayatım boyunca hep en çok sen :))pic.twitter.com/GiL4vFJXXW,travis Kimmel hayatım boyunca hep en çok sana :) ) piç . twitter.com/gil4vfjxxw
3962,3962,Bide 2 penaltı ile :) boş yapma,bide 2 penaltı ile :) boş yapma
3963,3963,"hhhahhahaaha ulen ya, iyiymiş baya :D","hhhahhahaaha ülen ya , iyiymiş baya : d"
3964,3964,Daesang değil aoty diyorum farklı bir ad tak başka bir şey de :p,daesang değil aoty diyorum farklı bir ad tak başka bir şey de :p
3965,3965,"Şey çok komik değil mi , insanları kendinize göre kendi isteğinize göre değiştirmeye çalışmanız, başarısız olunca da çamur atmanız :))","şey çok komik değil mi , insanları kendinize göre kendi isteğinize göre değiştirmeye çalışmanız , başarısız olunca da çamur atmanız :) )"
3966,3966,Sevmiyorum Lens seni :),sevmiyorum lens sana :)
3967,3967,E joffrey işte :) troll değil gibi...,e joffrey işte :) troll değil gibi ...
3968,3968,Adres verebilirim :)),adres verebilirim :) )
3969,3969,Efsane tarihte yerini aldın :),efsane tarihte yerini aldın :)
3970,3970,Neyse bişi derdim de kimliğim çok açık demiyorum :),neyse bir şey derdim de kimliğim çok açık demiyorum :)
3971,3971,"evini yıkacaklar diye ebabillerden f16 yapıp gönderiyor ""oğlunu"" çarmıha geriyorlar ""koy götüne rahvan gitsin"" :)))","evini yıkacaklar diye ebabillerden f16 yapıp gönderiyor "" oğlunu "" çarmıha geriyorlar "" koy götüne rahvan gitsin "" :) ) )"
3972,3972,Tweetin devamını okuyunca evet :),tweetin devamını okuyunca evet :)
3973,3973,:) Doğru,:) doğru
3974,3974,Ben örneklerini sizden görmeye alışıktım BJK maçında görünce şaşırdım :),ben örneklerini sizden görmeye alışıktım bjk maçında görünce şaşırdım :)
3975,3975,Ulen ne dua ettiysem :) şarapta içiyom ama ,ülen ne dua ettiysem :) şarapta içiyorum ama
3976,3976,"Ulaştığınızın nankörü,ulaşamadığınızın delisi olursanız bizi neden siktiler diye ağlamayın adı üstüne nankörlüğü siz tercih ediyosunuz :))","ulaştığınızın nankörü , ulaşamadığınızın delisi olursanız bizi neden siktiler diye ağlamayın adı üstüne nankörlüğü siz tercih ediyorsunuz :) )"
3977,3977,Rakiplerdeki bu şansın çeyreği bizde olsa namağlup lider giderdik herhalde. Neyse yine seriyi bozmak bize düşecek anlaşılan. Severizz :),rakiplerdeki bu şansın çeyreği bizde olsa namağlup lider giderdik herhalde . neyse yine seriyi bozmak bize düşecek anlaşılan . severiz :)
3978,3978,"Sabah oldu, güneş doğdu, yüzüm güldü :)","sabah oldu , güneş doğdu , yüzüm güldü :)"
3979,3979,Aaa gelin ben ısmarlıyım size :),aaa gelin ben ısmarlayayım size :)
3980,3980,hedıyemız nerde kuzum :D,hediyemiz nerde kuzum : d
3981,3981,"3. Yıl olmuş gelmeyeli. 
Ama sen taşın :)",3. yıl olmuş gelmeyeli . ama sen taşın :)
3982,3982,Ağlamayan bizden değildir :),ağlamayan bizden değildir :)
3983,3983,50'ye merdiven dayadım :),50'ye merdiven dayadım :)
3984,3984,adam güzel çizmiş aynı mayo var gibi :)),adam güzel çizmiş aynı mayo var gibi :) )
3985,3985,İpten aldı :),ipten aldı :)
3986,3986,Ben gitmedim. Yolumun düşeceğini sanmıyorum. Uzaktan okudum :),ben gitmedim . yolumun düşeceğini sanmıyorum . uzaktan okudum :)
3987,3987,"Yarım saattir kız kardeşimle çocukken en sevdiğimiz çizgi filmin adını hatırlamaya çalışıyorduk..
Hatırladık..
‘Afacan Louie’ :)))
hey gidi günlerrr...",yarım saattir kız kardeşimle çocukken en sevdiğimiz çizgi filmin adını hatırlamaya çalışıyorduk . . hatırladık . . ‘ afacan louie ’ :) ) ) hey gidi günler ...
3988,3988,6 bildik bakim yarın rizedeyiz :),6 bildik bakım yarın rizedeyiz :)
3989,3989,kyk nın yanına ne de güzel yakışır :),kyknın yanına ne de güzel yakışır :)
3990,3990,Renkliler ağzından Nayııır Olamaz :),renkliler ağzından nayır olamaz :)
3991,3991,Tamam bakalım :),tamam bakalım :)
3992,3992,Ben de normal şartlar altında şirret arkadaşlarıma karşı pambık gibiyim biliyorsun :),ben de normal şartlar altında şirret arkadaşlarıma karşı pambik gibiyim biliyorsun :)
3993,3993,En cok golu biz atsakta olamiyoruz :D,en çok golü biz atakta olamıyoruz : d
3994,3994,rica ederim :d bilmukabele :),rica ederim : d bilmukabele :)
3995,3995,hayata ve herşeye boşvermişsen sakin olmak kolay :),hayata ve herşeye boşvermişsen sakin olmak kolay :)
3996,3996,:) çocuklar inanmayın! ;) #23,:) çocuklar inanmayın ! ;) #23
3997,3997,ahahah kanka umut nayirin ekmeği biliyorsun :D,ahahah kanka umut nayırın ekmeği biliyorsun : d
3998,3998,Düzenli şekilde madecassol sürün bir iki hafta içinde lekeleri dahi gideriyor 26 lira ücreti yapısı kıvamlı olduğu için uzun süre gidiyor :),düzenli şekilde madecassol surun bir iki hafta içinde lekeleri dahi gideriyor 26 lira ücreti yapısı kıvamlı olduğu için uzun süre gidiyor :)
3999,3999,Hiç öyle değil :) yoksa biliyosun,hiç öyle değil :) yoksa biliyorsun
4000,4000,Mutlu bir hafta :)) #AdanaDemirspor @AdsKulubu  …,mutlu bir hafta :) ) #adanademirspor @adskülübü   …
4001,4001,Nem yoktur orda dokunmaz o soğuk bize :)),nem yoktur orada dokunmaz o soğuk bize :) )
4002,4002,teşekkür Şev baş :)),teşekkür şev baş :) )
4003,4003,"Su puantaj,siralama tablosu bi gelsin bakimm,ulan lens :))#KASvBJK","şu puantaj , sıralama tablosu bir gelsin bakım , ulan lens :) ) #kasvbjk"
4004,4004,a yayayayaya yayayayaya :Dpic.twitter.com/1qr0qjHtwT,a yayayayaya yayayayaya : piç . twitter.com/1qr0qjhtwt
4005,4005,kaleciye vururdu :D,kaleciye vururdu : d
4006,4006,:) demi,:) demi
4007,4007,Onda hələ whatsappa mesaj silmə özəlliyi də gəlməmişdi. Çox pis hiss idi allah bir də yaşatmasın :D,onda hələ whatsappa mesaj silme Özil'liyi də gəlməmisdi . cox pis hissi idi allah bir də yasatmasın : d
4008,4008,Tamam :),tamam :)
4009,4009,abi lemara gidemedik üzdün bizi :) o kadar sinerji yaptık enerji sarfettik :) @AdidassIerIII,abi Lema'ma gidemedik üzdün bizi :) o kadar sinerji yaptık enerji sarfettik :) @adidassieriii
4010,4010,Ya bide transferler erken yapılsa kamp dönemi iyi geçmiş olsa ilk haftalar takımın yarısı sakatlanmasa !!!! İddia şampiyonluk oranları güncellensin :).... #KASvBJK,ya bide transferler erken yapılsa kamp dönemi iyi geçmiş olsa ilk haftalar takımın yarısı sakatlanmasa ! ! ! ! iddia şampiyonluk oranları güncellenilsin :) ... . #kasvbjk
4011,4011,HÜRADAM :) Yorumu kamuoyuna bırakıp iyi aksamlar diliyorum ,hüradam :) yorumu kamuoyuna bırakıp iyi akşamlar diliyorum
4012,4012,Helal olsun sana avukat bey :) …,helal olsun sana avukat bey :)   …
4013,4013,Abi çok sağ ol :)) ben sadece kişniş set bir de 150 gr Diyarbakır hasırı istiyorum çok bir şey değil Ya onlar ve şerefi ,abi çok sağ ol :) ) ben sadece kişniş usta bir de 150 gr diyarbakır hasırı istiyorum çok bir şey değil ya onlar ve şerefi
4014,4014,Patlayacaktı bir gün  :))),patlayacaktı bir gün :) ) )
4015,4015,Daha dur ekibin kalanı gelmedi yoksa paradox olup çıkamıyorsun :)),daha dur ekibin kalanı gelmedi yoksa paradox olup çıkamıyorsun :) )
4016,4016,Şans her zaman yanınızda olmaz. :)),şans her zaman yanınızda olmaz . :) )
4017,4017,Öyle ağlıyorlar ya :),öyle ağlıyorlar ya :)
4018,4018,Gördün mü :),gördün mü :)
4019,4019,"Sınavdan çıkmışımdır;

Yapalım bakalım itlik serserilik :)",sınavdan çıkmışımdır ; yapalım bakalım itlik serserilik :)
4020,4020,#KASvBJK Kadıköyde sizi hakem dahi kurtaramayacak :),#kasvbjk kadıköyde sizi hakem dahi kurtaramayacak :)
4021,4021,Çamaşır giymekten makyajdan hoşlanan bir erkek orosbumuzu seçip sevgilimle onu elden geçireceğiz :)),çamaşır giymekten makyajdan hoşlanan bir erkek orospumuzu seçip sevgilimle onu elden geçireceğiz :) )
4022,4022,Estağfirullah :)),estağfirullah :) )
4023,4023,Profilinde henüz bir ibare yer almıyor olması da benim gözlerimi yaşartıyor :))))),profilinde henüz bir ibare yer almıyor olması da benim gözlerimi yaşartıyor :) ) ) ) )
4024,4024,Önce Malatyaspor maçı var :),önce malatyaspor maçı var :)
4025,4025,Tarım ve Orman Bakanlığı atama yapsın tercihlerimde Ağrı kesinlikle olacak. Böyle idarecinin olduğu şehre can kurban :),tarım ve orman bakanlığı atama yapsın tercihlerimde ağrı kesinlikle olacak . böyle idarecinin olduğu şehre can kurban :)
4026,4026,:)))) meslek önemli,:) ) ) ) meslek önemli
4027,4027,oglum ben sıze yuruyun dedım :),oğlum ben size yürüyün dedim :)
4028,4028,Orgazm gibi :D,orgazm gibi : d
4029,4029,derbide fener saplar sıkıntı yok :D,derbide fener saplar sıkıntı yok : d
4030,4030,Zeus’la akrabalık var mı abi? :),zeus’la akrabalık var mı abi ? :)
4031,4031,sen önce benimkini kutla sonra düşünürüz bi şeyler ablacım :),sen önce benimkini kutla sonra düşünürüz bir şeyler ablacım :)
4032,4032,Ama sonra annem menemen yaptı :)),ama sonra annem menemen yaptı :) )
4033,4033,sağa didim :D,sağa dedim : d
4034,4034,Şuan geri alma opsiyonu var mı ona bakıyorsundur sanırım :D,şu an geri alma opsiyonu var mı ona bakıyorsundur sanırım : d
4035,4035,Babamla birbirimize sarıldık ve babam şöyle dedi Lens'in 2 yıldır yaptığı en olumlu hareket :)),babamla birbirimize sarıldık ve babam şöyle dedi lensin 2 yıldır yaptığı en olumlu hareket :) )
4036,4036,Çok istedik inandık küfür ettik totem yaptık geldi be 3 :),çok istedik inandık küfür ettik totem yaptık geldi be 3 :)
4037,4037,biz de oynamıyoruz ya tamam işte :D,biz de oynamıyoruz ya tamam işte : d
4038,4038,Nerden bildin :))),nerden bildin :) ) )
4039,4039,Üyeligim yokmuş varsa bi aff alirim bilzerian :),üyeliğim yokmuş varsa bir aff alırım bilzerian :)
4040,4040,çok güzel şeylere :),çok güzel şeylere :)
4041,4041,Her gün odamı rehin alan bir canavar varr :))pic.twitter.com/pIkfD1vJeU,her gün odamı rehin alan bir canavar var :) ) piç . twitter.com/pikfd1vjeu
4042,4042,"Sıcak Suyu, Çay Dolu Demliğin Tam Ortasından Tek Bir Noktadan Yavaşça, Besmele İle 7 Fatiha Okuyarak Demliyoruz, Çayı Demledikten Sonra Kapağını Kapatmazdan Önce de, Okuduğumuz Fatihaları Hafifçe Üflüyoruz... Öyle Tu tu Maşallah Diyerekten Değil, Hafifçe :)","sıcak suyu , çay dolu demliğin tam ortasından tek bir noktadan yavaşça , besmele ile 7 fatiha okuyarak demliyoruz , çayı demledikten sonra kapağını kapatmadan önce de , okuduğumuz fatihaları hafifçe ufluyoruz ... öyle tü tü maşallah diyelekten değil , hafifçe :)"
4043,4043,biz yendik hemi ben diğer maçlara hiç bakmıyom :),biz yendik he mi ben diğer maçlara hiç bakmıyor :)
4044,4044,yeniden Duman konseri :),yeniden duman konseri :)
4045,4045,BU GÜN KARTAL TAVUĞU BOĞAZLAMIŞ  YİYODU TAMAM DEDİM  KARTAL KAZANDI   :) …,bu gün kartal tavuğu boğazlamış yiyoduk tamam dedim kartal kazandı :)   …
4046,4046,Lens olacakları bildiği için Umut'a pas atmadı direk geometrik hesapla çarptırdı topu :),lens olacakları bildiği için umut'a pas atmadı direk geometrik hesapla çarptırdı topu :)
4047,4047,yapsa nolcak oynanan futbola bakarım ben transfer de yapamıcaklar soyluyorum 4 e gırrse buyuk basarı ama gıremezler :),yapsa olacak oynanan futbola bakarım ben transfer de yapamicaklar söylüyorum 4 e girerse büyük başarı ama giremezler :)
4048,4048,Bir ara yeni hero bu olabilir bile diyorlardı :D Ben daha genç birini bekliyorum artık şahsen :3 @DoraOzsoypic.twitter.com/G243es71Nb,bir ara yeni hero bu olabilir bile diyorlardı : d ben daha genç birini bekliyorum artık şahsen : 3 @doraözsoypic . twitter.com/g243eş71nb
4049,4049,"Ya birşey yapmadı kanki, abartıyorlar :)","ya bir şey yapmadı kanki , abartıyorlar :)"
4050,4050,2 tane atmalı :),2 tane atmalı :)
4051,4051,Dorukhan'nın golü ve bu maçtaki 3. gol :),Dorukhan'dın gölü ve bu maçtaki 3. gol :)
4052,4052,"Biz buna iktisatta private label ürünler diyoruz. A101,Şok,Bim,Migros,Groseri gibi orta ölçekli perakende mağazalarında bu tür ürünlerin sıkça satışını yaparlar.Mantıklı bir şeçim tüketiciler için :)","biz buna iktisatta private label ürünler diyoruz . a101 , şok , bim , migros , Grosser'i gibi orta ölçekli perakende mağazalarında bu tür ürünlerin sıkça satışını yaparlar . mantıklı bir seçim tüketiciler için :)"
4053,4053,Ooo cok iyi pazar aktivitesi ablam :),ooo çok iyi pazar aktivitesi ablam :)
4054,4054,Normalde Lens de topla auta çıkardı da hayret :),normalde lens de topla auta çıkardı da hayret :)
4055,4055,Harika asist hakkı yenmez baba :),harika asist hakkı yenmez baba :)
4056,4056,birine ben diğerine intikam planlarım :D …,birine ben diğerine intikam planlarım : d  …
4057,4057,bjk sadece hakemı varı degıl bunlarıda s...kmıs anlasılan :)=),bjk sadece hakemi var değil bunları daş s ... kış anlaşılan :) =)
4058,4058,Tabanla giriyor biladerim ne topu :),tabanla giriyor biraderim ne topu :)
4059,4059,Puahshahshaha. Umutlanmaya devam :),puahshahshaha . umutlanmaya devam :)
4060,4060,"Ömrünü “bıçak nasıl bilenmeli” sorusuna adamış insanlar :)
Teori ve uygulama videoları var, bileme metoduna kendi adlarını vermişler, Japon sanatı diye robdeşambr giymişler:)
Böyle bi dünya da var :)

Carter-Stanley Method of Sharpening:Theory   @YouTube","ömrünü “ bıçak nasıl bilenilmeli ” sorusuna adamış insanlar :) teori ve uygulama videoları var , bileme metoduna kendi adlarını vermişler , japon sanatı diye robdöşambr giymişler :) böyle bir dünya da var :) carter-stanley method of sharpening : theory   @youtube"
4061,4061,"Yaşım 33 sizin yüzünüzden saçlarım dökülüyor sevgili @Besiktas futbolcuları... Olsun anasını satayım siz böyle oynayın,kazanın,şampiyon olun. Ben kel kalırım :)
@UmtNayr galibiyet seninle gelince ayrı bir güzel oluyor..
@CanerErkin @_gokhangonul müthişsiniz müthiş...","yaşım 33 sizin yüzünüzden saçlarım dökülüyor sevgili @beşiktaş futbolcuları ... olsun anasını satayım siz böyle oynayın , kazanın , şampiyon olun . ben kel kalırım :) @umtnayr galibiyet seninle gelince ayrı bir güzel oluyor . . @canererkin @_gökhangönül müthişsiniz müthiş ..."
4062,4062,Dayı dişine bakabilir miyim dedi. Sonuç :)pic.twitter.com/2NbPKYqCou,dayı dişine bakabilir miyim dedi . sonuç :) piç . twitter.com/2nbpkyqcou
4063,4063,Arkana dikkat et :)pic.twitter.com/Ya9CqUx6bS,arkana dikkat et :) piç . twitter.com/ya9cqux6bs
4064,4064,"RTE, DAVUDO ve BABACANOYA  karşı devrim gerçekleştirdi. Hemde eşi görülmemiş bir devrim::))","rte , davudi ve babacanoya karşı devrim gerçekleştirdi . hem de eşi görülmemiş bir devrim : :) )"
4065,4065,Üç Beş Tane Vasıfsız Hatuna Şirin Görünmek Adına Kendi Cinsiyetini Kötüleyen Ve Eleştirdikleri Her Haltı Aslında Kendileri Uygulayan Erkek  Müsveddeleri ; Yeni Kimlik Kartları Dahi Tek Renk :)) Yani Kasmayın Kendinizi . Bundan Sonra Dünya Ahiret Bacımsınız .,üç beş tane vasıfsız hatuna şirin görünmek adına kendi cinsiyetini kötüleyen ve eleştirdikleri her haltı aslında kendileri uygulayan erkek müsveddeleri ; yeni kimlik kartları dahi tek renk :) ) yani kasmayın kendinizi . bundan sonra dünya ahiret bacımsınız .
4066,4066,Dengimiz değilsiniz aslan kardeş :)),dengimiz değilsiniz aslan kardeş :) )
4067,4067,Çünkü şuan istediğinin farkındasın hiç bilmediğin bir anda ve yerde gerçek olur bence :),çünkü şu an istediğinin farkındasın hiç bilmediğin bir anda ve yerde gerçek olur bence :)
4068,4068,Hala bi şey olmucanı düşünüyom ya :),hala bir şey olmucanı düşünüyorum ya :)
4069,4069,"Eski sevgilimin nişanlandığı haberini aldım, az önce :))))","eski sevgilimin nişanlandığı haberini aldım , az önce :) ) ) )"
4070,4070,Sağolasın Ramazan kardeşim :),sağolasın ramazan kardeşim :)
4071,4071,Kadin haklarini savundugun ve kadin cinayetlerini protesto ettigin icin kadin&erkek polislerden dayak yemek. Gozaltina alinmak. Bu sitedeki bazi kesimlerce fetocu olarak yaftalanmak. Only in tc :),kadın haklarını savunduğun ve kadın cinayetlerini protesto ettiğin için kadın & erkek polislerden dayak yemek . gözaltına alınmak . bu sitedeki bazı kesimlerce fetöcü olarak yaftalanmak . only in tc :)
4072,4072,daha yolun başındayız ilk deneyimim bu :),daha yolun başındayız ilk deneyimim bu :)
4073,4073,Yaw şerm e :)) tu jî pismamê wî yî.,yaw şerh e :) ) tu ji pismamê wiyi yi .
4074,4074,Topu alıp gidince la bikere olsun yap şunu dedim yaptı kral :)),topu alıp gidince la bir kere olsun yap şunu dedim yaptı kral :) )
4075,4075,Jopping'de Mark'ın vörsü :):):):),jopping'de mark'ın sörsü :) :) :) :)
4076,4076,Zor oldu ama oldu sayılır :),zor oldu ama oldu sayılır :)
4077,4077,Bilmem belki öyleyimdir :)),bilmem belki öyleyimdir :) )
4078,4078,10 kişiye böyle oynayan Beşiktaş'a biz neler yapmayız ki :),10 kişiye böyle oynayan beşiktaş'a bizi neler yapmayız ki :)
4079,4079,o ne güzel şeyy desen yaa :)))))),o ne güzel şeyy desen yaa :) ) ) ) ) )
4080,4080,Güldurme hocam lutfen :)),güldürme hocam lütfen :) )
4081,4081,Lens kardeşimiz benim twiti okumuş herhalde :) #KASvBJK …,lens kardeşimiz benim tweet okumuş herhalde :) #kasvbjk  …
4082,4082,"Mine’nin dünkü twitini gördün mü, cinayeti fetöcülere bağlayıp iktidarı uyardı :))))","mine’nin dünkü tweetini gördün mü , cinayeti fetöcülere bağlayıp iktidarı uyardı :) ) ) )"
4083,4083,Ama karıydı? :D,ama karıydı ? : d
4084,4084,şaşırttı bayağı :D,şaşırttı bayağı : d
4085,4085,Ankara da kar yağışı başladı sanki :),ankara da kar yağışı başladı sanki :)
4086,4086,Aslında izleme diyecektim de neyse :)),aslında izleme diyecektim de neyse :) )
